district,neighbourhood,address,direction,area,floor,room,price,unit,link,describe
中山,龙湖水晶郦湾,港浦路,南北,154.03,低层(共32层),3室2厅3卫,380,24670元/㎡,https://dl.58.com/ershoufang/36139151332355x.shtml,东港龙湖水晶郦湾.三室.南北.清水.1楼.光线充
沙河口,昌平小区,"昌平街,近昌黎街",东南,56.2,中层(共7层),2室1厅1卫,71,12633元/㎡,https://dl.58.com/ershoufang/36139152334649x.shtml,西安路.解放广场.南昌平小区.2室1厅.4楼.7
普兰店,亿城御景湾,金马路32号,南北,111.77,低层(共11层),3室2厅1卫,82.8,7408元/㎡,https://dl.58.com/ershoufang/36128064444674x.shtml,御景湾二期.三室两厅一卫.豪华装修.拎包即住.你
中山,双全小区,双全街3号,东南,72,低层(共7层),2室1厅1卫,93,12916元/㎡,https://dl.58.com/ershoufang/36139145551236x.shtml,新上桃源小学.44中.楼层低.精装修.房款低.诚
甘井子,美林园,松江路,南北,87,中层(共7层),2室2厅1卫,76,8735元/㎡,https://dl.58.com/ershoufang/36139134499856x.shtml,美林园4楼精装，降价啦.降价啦.中间楼层.南
高新园,悦翠台,金川南路93号,南北,79,高层(共11层),2室1厅1卫,130,16455元/㎡,https://dl.58.com/ershoufang/36139114547975x.shtml,悦翠台二期.精装两室一厅户型.顶楼.楼层高.采光
中山,尚品南山,观象街100-137号,南北,146.98,高层(共11层),3室3厅3卫,370,25173元/㎡,https://dl.58.com/ershoufang/36138980981571x.shtml,尚品南山08年的封闭小区，框架落地窗，跃层赠送1
甘井子,泡崖六区,玉学街,南北,65.5,高层(共6层),2室1厅1卫,59.5,9083元/㎡,https://dl.58.com/ershoufang/36139091540294x.shtml,泡崖六区精装修东明厅近市场车站南北阳台家具家电赠
甘井子,鼎新鼎润四季,南松路,南北,78.00,高层(共9层),2室2厅1卫,145,18589元/㎡,https://dl.58.com/ershoufang/36139084720532x.shtml,新.精装修，电梯房.8楼.汇文.框架落地窗，家具
西岗,万达华府D区,长春路125号,南北,181.5,低层(共9层),4室2厅2卫,315,17355元/㎡,https://dl.58.com/ershoufang/36139060732938x.shtml,急售急售.万达华府一期.百盛后身.封闭框架小区
甘井子,中盛秀山丽水,大连市甘井子区营泰街103号,南北,80.63,共5层,2室1厅1卫,87,10790元/㎡,https://dl.58.com/ershoufang/35873339902977x.shtml,中盛秀山丽水.南北两室.精装现房.近市场车站.小
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,85,中层(共6层),3室2厅1卫,84,9882元/㎡,https://dl.58.com/ershoufang/36149001518777x.shtml,山东路华南地铁站口.9800元买3室中间层.送2
甘井子,中盛秀山丽水,大连市甘井子区营泰街103号,南北,78,共5层,2室1厅1卫,74,9487元/㎡,https://dl.58.com/ershoufang/35984430845836x.shtml,中盛秀山丽水两室一厅.精装修.拎包入住.小区环境
甘井子,泡崖八区,玉意街,南北,67,低层(共6层),2室1厅1卫,63,9402元/㎡,https://dl.58.com/ershoufang/36050101938566x.shtml,泡崖八区.框架房.精装修.首付10万2楼.房主急
开发区,正恒园,"赤峰街,近兴城路",东,47.99,中层(共33层),1室1厅1卫,39,8126元/㎡,https://dl.58.com/ershoufang/36116137617424x.shtml,左岸经典.39万入住6中青松双重点.精装拎包入住
开发区,亿锋广场御苑,"赤峰街,近金马路",南北,89.91,高层(共32层),3室2厅1卫,158,17573元/㎡,https://dl.58.com/ershoufang/36074739540362x.shtml,亿锋广场.三室南北通透好楼层精装修.青松六中性价
旅顺,三八里新区,"启明路,近营顺路",南,94,高层(共24层),2室2厅1卫,68,7234元/㎡,https://dl.58.com/ershoufang/36128731442630x.shtml,三八里新区毛坯南北通透近亿达鷽区小区环境优美交通
甘井子,远洋荣域,汇通街79号,南,136,低层(共33层),3室2厅2卫,231.2,17000元/㎡,https://dl.58.com/ershoufang/36148956627210x.shtml,华南广场.远洋荣域B2区.2018年新房
甘井子,中盛秀山丽水,大连市甘井子区营泰街103号,南北,87,低层(共6层),2室2厅1卫,86,9885元/㎡,https://dl.58.com/ershoufang/36148938365889x.shtml,营城子.中盛秀山丽水.精装修.楼层好.拎包入住繁
沙河口,幸福e家彼岸福意园,西南路,南北,164.14,低层(共24层),4室2厅2卫,420,25587元/㎡,https://dl.58.com/ershoufang/36084197315380x.shtml,买房不收中介，费.幸福e家离学校近的一个小区42
金州,金润小区A区,东山路,南北,88.9,低层(共6层),3室2厅1卫,90,10123元/㎡,https://dl.58.com/ershoufang/36131058863238x.shtml,金润1楼送超大花园.，.交通便利，位置好，可开门
旅顺,艺苑路小区,艺苑路287号,南北,116,共5层,3室2厅1卫,59,5086元/㎡,https://dl.58.com/ershoufang/36119319683000x.shtml,艺苑小区精装修送阁楼南北通透58万看好可议
甘井子,颐和六号,"营城西路,近营泰路",南北,78.47,中层(共6层),2室2厅1卫,67,8538元/㎡,https://dl.58.com/ershoufang/36104980455619x.shtml,营城子颐和陆号.急售南北通透.近地铁市场学校.随
甘井子,颐和五号,营泰街101号,南,42.25,中层(共11层),1室1厅1卫,36,8520元/㎡,https://dl.58.com/ershoufang/36104984936211x.shtml,营城子.颐和五号.精装修小户型.拎包入住.随时看
旅顺,华发新城,兴发路193号,南北,120.92,低层(共30层),3室2厅1卫,85,7029元/㎡,https://dl.58.com/ershoufang/36109436174608x.shtml,华发新城配套齐全.品质小区.安全性高.环景优美.
沙河口,侯一小区,花雨街,南北,53,低层(共7层),2室1厅1卫,59.8,11283元/㎡,https://dl.58.com/ershoufang/36139611693202x.shtml,春柳D.铁.房.四楼.两室一厅.户型规矩
沙河口,春柳园,香周路,南北,70,低层(共7层),2室1厅1卫,73.8,10542元/㎡,https://dl.58.com/ershoufang/36139611872707x.shtml,春柳地铁口旁.精装两室.近市场..周边配套齐全
甘井子,加州洋房,中华西路,南,54,中层(共12层),1室1厅1卫,55,10185元/㎡,https://dl.58.com/ershoufang/36138006409993x.shtml,华南.加州洋房公寓.首付一半.赠送家电家具
沙河口,锦绣园,锦绣路51号,东西,60,中层(共7层),2室1厅1卫,67.8,11300元/㎡,https://dl.58.com/ershoufang/36148687822654x.shtml,锦云南园精装.锦绣新玛特附近6楼可看海60平67
普兰店,铁龙市场楼社区,铁西路,南北,104,中层(共6层),4室2厅1卫,33,3173元/㎡,https://dl.58.com/ershoufang/36143307187215x.shtml,铁西小学附近.干小饭桌.开特长班.104平出售
大连,桃园小区(瓦房店),北共济街一段220号,南北,72.45,低层(共7层),2室1厅1卫,43,5935元/㎡,https://dl.58.com/ershoufang/36141184225167x.shtml,桃园小区.位置好.楼层低
旅顺,美林西岸(二期),兴发路,南北,128.0,中层(共6层),3室2厅2卫,68,5312元/㎡,https://dl.58.com/ershoufang/36118886025414x.shtml,采光好看房方便.和平公园.美林西岸.多层洋房南北
旅顺,观澜壹号,滨港路987号,南北,104,中层(共31层),3室2厅1卫,45,4326元/㎡,https://dl.58.com/ershoufang/36148540762888x.shtml,旅顺世界和平公园无敌海景房观澜壹号清水3室南北采
旅顺,君悦天下,向阳街10-4号,南北,155.48,共3层,3室2厅2卫,160,10290元/㎡,https://dl.58.com/ershoufang/36148303016211x.shtml,君悦天下三室二楼精装修南北通透，带花园学.区.房
旅顺,海韵山庄,"滨港路,近金荣街",南北,121.00,中层(共11层),3室2厅1卫,49,4049元/㎡,https://dl.58.com/ershoufang/36148264762553x.shtml,海韵山庄，轻轨站旁121平大三室全明户型南客厅
旅顺,阳光书香苑,海辉街162号,南北,89.0,低层(共11层),2室1厅1卫,38,4269元/㎡,https://dl.58.com/ershoufang/36148210128015x.shtml,阳光书香苑89平两室南北通透精装修2室40平平台
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,118.00,中层(共6层),2室2厅1卫,158,13389元/㎡,https://dl.58.com/ershoufang/36148179051411x.shtml,华南商圈.悦景花园.两室两厅.豪华装修.保持
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,50.44,中层(共6层),2室1厅1卫,49,9714元/㎡,https://dl.58.com/ershoufang/36147971987586x.shtml,"地.铁房,首付15万,出租价1600,华南山东路"
甘井子,盛世闲庭静庭园,松江路70号,南北,93.48,低层(共6层),3室2厅1卫,129.8,13885元/㎡,https://dl.58.com/ershoufang/36147787908227x.shtml,山东路盛世闲庭.一楼带园.精装三室.房主工作调动
沙河口,刘家桥小区,新生路79号,南北,55,高层(共6层),2室1厅1卫,55,10000元/㎡,https://dl.58.com/ershoufang/36146696319122x.shtml,刘家桥.近车站市场.出行方便房子没有第二套啊仅此
旅顺,阳光观海苑,滨港路974-5号,南北,104.40,低层(共13层),3室2厅1卫,41.5,3975元/㎡,https://dl.58.com/ershoufang/36133139130634x.shtml,阳光观海苑104平41.5万南北通厅通透视野好采
旅顺,夏威夷花园,海辉街292号,南北,44.00,低层(共12层),1室1厅1卫,29,6590元/㎡,https://dl.58.com/ershoufang/36144200993984x.shtml,夏威夷花园后靠大学近海辉街仅29万
开发区,富林国际,辽河西三路13号,南,50.37,中层(共30层),1室1厅1卫,32,6352元/㎡,https://dl.58.com/ershoufang/36072303827001x.shtml,富林国际.精装修一手现房.看房车.接.拎包入住
开发区,绿洲半岛三期,振鹏南路,南北,87.0,高层(共6层),2室1厅1卫,67,7701元/㎡,https://dl.58.com/ershoufang/36141747041808x.shtml,绿洲半岛三期.2室1厅.67万
旅顺,世茂寰海城一期,五一路,南北,140.00,共4层,4室2厅2卫,140,10000元/㎡,https://dl.58.com/ershoufang/36016470048563x.shtml,世茂寰海城.叠院.双.与万达广场临街.出门就是市
西岗,外滩七号,长江路489号,北,50.0,高层(共28层),1室1厅1卫,63,12600元/㎡,https://dl.58.com/ershoufang/36143387362450x.shtml,西岗区37中精装修小户型单价13000手续快即买
沙河口,动力花园,五四路114号,南北,161.00,共5层,1室1厅1卫,520,32298元/㎡,https://dl.58.com/ershoufang/36142091078923x.shtml,五四路主道公建161平全部是一楼平层适合多种经营
中山,三八广场小区(学士街4号),学士街40号,东北,49.00,低层(共7层),2室1厅1卫,96,19591元/㎡,https://dl.58.com/ershoufang/36116349111429x.shtml,39中三八广场.学士街2室1厅精装生活便利
旅顺,华通和平海岸芭萨香谷,海影街,南北,101.0,中层(共18层),2室2厅1卫,57.5,5693元/㎡,https://dl.58.com/ershoufang/36120055007941x.shtml,开发区位置豪华装修101平南北通透高成本出售
旅顺,麓岛兰湾,金荣街1号,南北,166.75,共5层,3室2厅2卫,69,4137元/㎡,https://dl.58.com/ershoufang/36143575813514x.shtml,世界和平公园.多层海景洋房.15万豪华装修.两个
沙河口,侯二小区,沙能街,南北,108,低层(共7层),4室2厅1卫,195,18055元/㎡,https://dl.58.com/ershoufang/36145760567742x.shtml,车家村主道饭店旺角年租10万近车站市场有车位送手
开发区,鹏玥花园,辽河西路,南,66.0,低层(共29层),1室1厅1卫,55,8333元/㎡,https://dl.58.com/ershoufang/36064714917045x.shtml,鹏玥花园.精装修现房.送家电家具.万达旁吃喝玩乐
开发区,乾豪格林小镇,松岚街,南北,86,高层(共7层),3室2厅1卫,61,7093元/㎡,https://dl.58.com/ershoufang/35979590929333x.shtml,房主急售.南北通厅通透3室两厅.精装修.平层实得
甘井子,福佳华东人家,天河路,南北,92.73,低层(共18层),2室2厅1卫,145,15636元/㎡,https://dl.58.com/ershoufang/36144080707475x.shtml,华南.华东人家5楼南北通厅2室2厅华南商圈有钥匙
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南,50.0,高层(共7层),2室1厅1卫,60.8,12160元/㎡,https://dl.58.com/ershoufang/36083456920066x.shtml,"山东路豪华装修,朝南,带阳台,近站,看房随时"
甘井子,亿合城,山东路247号,西,57.02,高层(共30层),1室1厅1卫,115,20168元/㎡,https://dl.58.com/ershoufang/36138930058374x.shtml,亿合现代城独立一室一厅.光线好下楼就是地铁站和商
旅顺,中庚香海小镇,滨港路966号,南北,96.00,高层(共26层),2室2厅1卫,77,8020元/㎡,https://dl.58.com/ershoufang/36140782642697x.shtml,香海小镇近市场近世界和平公园
甘井子,万科魅力之城,张前路,南北,89.7,低层(共9层),3室2厅1卫,128,14269元/㎡,https://dl.58.com/ershoufang/36094391519880x.shtml,万科魅力.龙脊位.多层洋房.装修好清水价出售
金州,绿洲半岛北岸,鹏达街,南北,99.58,低层(共11层),2室2厅1卫,90,9037元/㎡,https://dl.58.com/ershoufang/36149539804555x.shtml,绿洲半岛北岸.新装修2室2厅.南北通透.房主急售
甘井子,乐活源,甘南路,南北,91,低层(共11层),2室2厅1卫,125,13736元/㎡,https://dl.58.com/ershoufang/36149543118734x.shtml,华南乐活源.2室南北通透.精装修.急售房源.视野
甘井子,金二街小区,金二街2号,南,64,高层(共6层),2室2厅1卫,125,19531元/㎡,https://dl.58.com/ershoufang/36149542887743x.shtml,76中金二2室2厅1卫1厨近幼儿园近小学
开发区,圣地秋实,淮河西路,南北,86,中层(共28层),2室1厅1卫,56,6511元/㎡,https://dl.58.com/ershoufang/36018919316485x.shtml,圣.地.秋实.南北通透户型.婚房首.选.有钥
甘井子,玉树临居,金龙路,南北,99.2,低层(共11层),2室2厅1卫,135,13608元/㎡,https://dl.58.com/ershoufang/36149542850493x.shtml,玉树邻居性价比超高，99平135万看好还能谈
高新园,未名山,七贤东路,南北,183,中层(共30层),3室2厅2卫,500,27322元/㎡,https://dl.58.com/ershoufang/36149517684738x.shtml,跨海大桥.未名山.豪华装修.赠高档家具家电瞰海豪
甘井子,今都小区,甘南路,南北,82,中层(共20层),2室2厅1卫,107,13048元/㎡,https://dl.58.com/ershoufang/36149542347712x.shtml,急售今都小区两室精装修.看房方便.提前联系
甘井子,今都小区,甘南路,南北,89,中层(共9层),2室2厅1卫,113,12696元/㎡,https://dl.58.com/ershoufang/36149542306227x.shtml,华南商圈今都小区.清水房现房.楼层好无遮挡.南北
甘井子,亲亲美境,甘南路,东南,79.00,中层(共18层),2室1厅1卫,96.8,12253元/㎡,https://dl.58.com/ershoufang/36149532462602x.shtml,华南商圈亲亲美境96.8万2室2厅东明厅精装拎包
甘井子,福佳华东人家,天河路,南北,90,中层(共11层),2室2厅1卫,138,15333元/㎡,https://dl.58.com/ershoufang/36149529535295x.shtml,华南.华东人家，成熟社区，机会留给有准备的人
开发区,城市别馆二号,金马路,南,112,低层(共32层),2室2厅1卫,125,11160元/㎡,https://dl.58.com/ershoufang/36149530510221x.shtml,红星海一期南向两室全天采光临近繁华商圈北京十一中
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,55,中层(共7层),2室1厅1卫,71,12909元/㎡,https://dl.58.com/ershoufang/36149514167315x.shtml,山东路.地铁站.大湾市场旁精装南北通透2室1厅楼
西岗,平等街小区,平等街28号,南北,66.5,中层(共7层),2室1厅1卫,166,24962元/㎡,https://dl.58.com/ershoufang/36149524910476x.shtml,实验小学37中，2室南北向楼层好，诚心卖
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,48,中层(共6层),2室1厅1卫,52,10833元/㎡,https://dl.58.com/ershoufang/36149521947012x.shtml,"华南.山东路D铁站,,南北精装,送家电家具,婚房"
开发区,远洋时代城,学府大街,南北,86.2,中层(共26层),2室2厅1卫,76,8816元/㎡,https://dl.58.com/ershoufang/36149504273336x.shtml,远洋时代城四期两室两厅中间楼层采光充足
旅顺,龙惠万嘉,启新街,南北,100.49,低层(共11层),3室2厅1卫,65,6468元/㎡,https://dl.58.com/ershoufang/36149519359888x.shtml,龙惠万嘉三室两厅一卫.毛坯.户型好.格局好采光好
高新园,丽水佳园,顺港路,南北,93.39,中层(共6层),2室2厅1卫,68,7281元/㎡,https://dl.58.com/ershoufang/36149449071806x.shtml,高新园区，精装修一天没住过，房主诚心卖，单价72
西岗,鞍山路小区,鞍山路43号,南,34,中层(共7层),1室1厅1卫,43.8,12882元/㎡,https://dl.58.com/ershoufang/36149513087495x.shtml,鞍山路北岗桥了34平南向3层7顶
旅顺,中庚香海小镇,滨港路966号,南北,97,高层(共26层),2室2厅1卫,61,6288元/㎡,https://dl.58.com/ershoufang/36149511117588x.shtml,香海小镇.无敌海景房.成熟配套.楼层好.采光足
金州,悦泰山里,永安大街,南北,75,高层(共10层),2室2厅1卫,54,7200元/㎡,https://dl.58.com/ershoufang/35574711480641x.shtml,悦泰山里，小高层10楼得房率高，双南卧采光好，随
甘井子,北府花园,"汇通街,近校园街",南北,151.0,共5层,3室2厅1卫,265,17549元/㎡,https://dl.58.com/ershoufang/36139424934542x.shtml,北府花园.南北大三居.实木家具全部送.多层洋房
甘井子,亿合城,山东路247号,东南,109.0,高层(共31层),3室1厅1卫,191,17522元/㎡,https://dl.58.com/ershoufang/36139436421381x.shtml,亿合城.东南三居室.豪华装修.视野好采光好.高楼
开发区,红星海岚谷,滨海公路,南,75,中层(共11层),2室2厅1卫,99,13200元/㎡,https://dl.58.com/ershoufang/36130592450630x.shtml,红星海五期岚谷.小高层.全天采光.清水房主诚心出
开发区,华夏海景,海益小区20-38号,南北,113.78,中层(共12层),2室2厅1卫,115,10107元/㎡,https://dl.58.com/ershoufang/36149461274762x.shtml,华夏海景.豪华装修.滨海小学中学.急售性价比高
开发区,鲁能优山美地一期,龙谷街,南北,72.34,共5层,2室2厅1卫,70,9676元/㎡,https://dl.58.com/ershoufang/36130591957431x.shtml,金石滩优山美地洋房现房位置好楼层好价格优美
金州,万恒天籁湾,滨海公路,南北,229,共4层,4室4厅3卫,140,6113元/㎡,https://dl.58.com/ershoufang/36119980142088x.shtml,万恒天籁湾一套.单价6500海景联排别墅三面靠山
开发区,杏林山庄三期,杏林东街,南北,92.63,高层(共19层),2室2厅1卫,87,9392元/㎡,https://dl.58.com/ershoufang/36149505433736x.shtml,杏林山庄三期.南北通透户型.拎包入住.房子干净
旅顺,中拥蓝天下,模珠街111号,南北,139.43,低层(共20层),3室3厅2卫,85,6096元/㎡,https://dl.58.com/ershoufang/36138779537292x.shtml,蓝天下.二楼.清水.有钥匙
旅顺,惠工街小区,惠工街83号,南北,73,中层(共6层),3室1厅1卫,51,6986元/㎡,https://dl.58.com/ershoufang/36149337734964x.shtml,惠工街.三楼.看房有钥匙.精装
旅顺,半岛印象,向阳街81号,南北,73.65,共5层,2室2厅1卫,61,8282元/㎡,https://dl.58.com/ershoufang/36149488905025x.shtml,半岛印象.一楼有个小院.清水
旅顺,贵府白云,白云街2号,南北,108,共5层,2室2厅1卫,89,8240元/㎡,https://dl.58.com/ershoufang/36083159556486x.shtml,贵府白云小区.精装修.二楼.有车库
甘井子,华润凯旋门(一期),山东路345号,南北,87.0,中层(共33层),2室1厅1卫,179,20574元/㎡,https://dl.58.com/ershoufang/36140395755443x.shtml,华润凯旋门.南北通透.豪华装修两居室.高楼层.视
甘井子,加州洋房,中华西路,南北,127.0,中层(共10层),3室2厅2卫,189,14881元/㎡,https://dl.58.com/ershoufang/36140845235348x.shtml,房东.价格可以面谈.70年产权.精装3房.送家具
开发区,小孤山东里,港顺大街,南北,60,高层(共6层),2室1厅1卫,37,6166元/㎡,https://dl.58.com/ershoufang/36127426956222x.shtml,小孤山东里.两室一厅.60平37万.精装修.南北
中山,运达嘉洲阳光,长江东路89号,西南,103,低层(共29层),2室2厅1卫,195,18932元/㎡,https://dl.58.com/ershoufang/36107365110471x.shtml,二七.东港.嘉州阳光精装两室临近地铁采光充足.交
甘井子,福佳华东人家,天河路,南北,96.76,中层(共11层),2室2厅1卫,112,11575元/㎡,https://dl.58.com/ershoufang/36149493273795x.shtml,华东人家.新上房源.中间楼层.南北通透.豪华装修
中山,39中顺阳街小区,顺阳街10号,东西,65,高层(共7层),2室1厅1卫,129,19846元/㎡,https://dl.58.com/ershoufang/36149379645185x.shtml,中山区.三八广场.39中.精装两室.位置好.东西
开发区,华润海中国二期,滨海路9号,南,113.68,低层(共34层),2室1厅2卫,135,11875元/㎡,https://dl.58.com/ershoufang/36149497211401x.shtml,华润海中国二期复式采光好单价低清水房随心装钥匙在
金州,金连佳地,斯大林路260号,南北,101,高层(共28层),2室2厅1卫,95,9405元/㎡,https://dl.58.com/ershoufang/36094123137731x.shtml,金连佳地，两室两厅，稀.缺.南北通透户型，红旗1
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,63.5,中层(共6层),2室2厅1卫,68.8,10834元/㎡,https://dl.58.com/ershoufang/36149492790451x.shtml,房主急降价3万山东路新上近地铁好房豪华装修中间楼
西岗,国合锦里,黄河街,南,48.92,中层(共31层),1室1厅1卫,165,33728元/㎡,https://dl.58.com/ershoufang/36138320084484x.shtml,不限购.国合锦里.双重点.近21中学.东北路小学
开发区,金石茗苑,中心大街24号,南北,87,中层(共6层),2室2厅1卫,74,8505元/㎡,https://dl.58.com/ershoufang/36120167404228x.shtml,金石滩.现房.电梯洋房.两室两厅南北通厅.近枫叶
庄河,景泰玫瑰园小区,延安路,南北,88,中层(共18层),2室2厅1卫,56.8,6454元/㎡,https://dl.58.com/ershoufang/36149488587394x.shtml,急售景泰玫瑰园电梯洋房浅色装修拎包就住
开发区,远洋假日养生庄园,光谷路,南北,82.18,共5层,2室2厅1卫,66,8031元/㎡,https://dl.58.com/ershoufang/36116215757110x.shtml,安逸环境.养老或者喜欢安静的首.选.价钱可议.交
开发区,山河御景,铁山中路,南,44.37,高层(共18层),2室1厅1卫,30,6761元/㎡,https://dl.58.com/ershoufang/36116215910454x.shtml,刚需客户首.选.小两室单价7000左右住宅手续以
开发区,高安里,淮河中四路,南北,76.00,中层(共6层),2室2厅1卫,70,9210元/㎡,https://dl.58.com/ershoufang/36149488616065x.shtml,精装修.采光好.精装修.配套齐全
开发区,城市别馆二号,金马路,南北,137.75,中层(共32层),3室2厅2卫,182,13212元/㎡,https://dl.58.com/ershoufang/36149488084496x.shtml,红星海商业街.精装三室两卫.户型方正.房主急售
旅顺,军心家园,长江路25号,南北,116.4,共5层,5室2厅2卫,110,9450元/㎡,https://dl.58.com/ershoufang/36149487206021x.shtml,旅顺.长江路.军心家园跃层.豪华装修
开发区,青屿蓝,滨海公路,南北,141,高层(共9层),3室2厅1卫,223,15815元/㎡,https://dl.58.com/ershoufang/36129338123456x.shtml,红星海六期.精装修三室.送家具家电好楼层好位置
开发区,恒基碧桂园,观石路88号,南,45.32,共4层,1室1厅1卫,50,11032元/㎡,https://dl.58.com/ershoufang/36138593427730x.shtml,金石滩碧桂园.品质安逸小区.温馨一室一厅.赠送露
甘井子,城市印象南区,"南林路,近虹港路",南北,206,高层(共11层),5室4厅2卫,420,20388元/㎡,https://dl.58.com/ershoufang/36143906946872x.shtml,机场城市印象上跃.南北通透.超大赠送实得300平
甘井子,千山心城,千山路79号,南,56,中层(共6层),2室1厅1卫,72,12857元/㎡,https://dl.58.com/ershoufang/36143868466962x.shtml,华南山东路千山心诚中间楼层精装修室内保存干净拎包
甘井子,千山心城,千山路79号,南,81.18,中层(共11层),2室2厅0卫,107,13180元/㎡,https://dl.58.com/ershoufang/36119545452859x.shtml,山东路.千山心城二期.2室2厅小区中间位置.地脚
高新园,弘基书香园三期,"黄浦路,近书香街",南北,124,中层(共6层),3室2厅1卫,255,20564元/㎡,https://dl.58.com/ershoufang/36143661757192x.shtml,弘基书香园三期多层三楼洋房带看台精装
中山,桃仙小区,桃仙街12-78号,南北,84,低层(共7层),2室2厅1卫,129.8,15452元/㎡,https://dl.58.com/ershoufang/36143596393398x.shtml,解放路秀月街.44中秀月小学.无坡二楼两室两厅
旅顺,浪琴湾,五一路110号,南北,114.85,共5层,3室2厅2卫,82,7139元/㎡,https://dl.58.com/ershoufang/36143637108921x.shtml,精装修送70平阁楼，产权证在手，价格可议，南北通
沙河口,阳光月秀,展望街29号,南北,114,中层(共7层),3室2厅1卫,177,15526元/㎡,https://dl.58.com/ershoufang/36143581112467x.shtml,，急售，封闭小区，多层洋房，赠阳台，精装修，近西
旅顺,中庚香海金鼎,夏月路87号,南北,85,中层(共33层),3室2厅1卫,42,4941元/㎡,https://dl.58.com/ershoufang/36143572885762x.shtml,（精）旅顺香海金鼎六期.低首付12年学.区有山有
沙河口,锦云中园,锦绣路,西南,65.6,高层(共7层),2室1厅1卫,62,9451元/㎡,https://dl.58.com/ershoufang/36143470521015x.shtml,锦绣锦云中园.首付10万.精装修大客厅.全明户型
中山,昆明街社区,洛川街32-34号(双号),南北,54,中层(共7层),2室1厅1卫,78,14444元/㎡,https://dl.58.com/ershoufang/36143454779702x.shtml,昆明街.南北中间楼层户型好近乐购（使用权54万）
中山,龙溪村,兴隆西巷6,南北,75,中层(共15层),2室2厅1卫,118,15733元/㎡,https://dl.58.com/ershoufang/36143442944901x.shtml,中南路小区，电梯房拎包入住实用面积大
甘井子,华润置地考拉住区,天河路,南北,126.6,中层(共18层),3室2厅2卫,137,10821元/㎡,https://dl.58.com/ershoufang/36137681769618x.shtml,小区位置.中间楼层.华南华东人家.三室两厅.精装
甘井子,国民院子,张前路,南北,96,低层(共12层),3室2厅1卫,172,17916元/㎡,https://dl.58.com/ershoufang/36143400374599x.shtml,国民院子.三室精装修南北向通厅.价格美丽近乐购
中山,安民街小区,安民街33号,东西,76.80,低层(共6层),3室1厅1卫,288,37500元/㎡,https://dl.58.com/ershoufang/36143382778125x.shtml,9中汇邦一方国际中山九号国际酒店白兰街金城街洛川
旅顺,中庚香海连天,顺乐街90号,南北,80.4,共5层,2室2厅1卫,87,10820元/㎡,https://dl.58.com/ershoufang/36143289032708x.shtml,香海连天精装修.一楼带下跃带车库带花园南北通厅通
西岗,胜利桥北小区,兆麟街3号,东南,75.1,中层(共7层),3室1厅1卫,75,9986元/㎡,https://dl.58.com/ershoufang/36142836473652x.shtml,胜利桥北室75平三室4楼层75万
甘井子,鼎新鼎云都,高云路,南北,91.73,中层(共11层),2室2厅1卫,160,17442元/㎡,https://dl.58.com/ershoufang/36143184849547x.shtml,08年电梯框架房中楼层精装南北通厅两室.教学配套
旅顺,天邦新港壹号,顺达路2-20号,南,48,低层(共15层),1室1厅1卫,33,6875元/㎡,https://dl.58.com/ershoufang/35864320909313x.shtml,地铁首站.天邦新港一号.纯净水入户.送超大阳台
中山,安阳街小区,安阳街14号,东北,47.0,中层(共26层),1室1厅1卫,110,23404元/㎡,https://dl.58.com/ershoufang/36143044093190x.shtml,中山广场，9中住宅，中信校区，友谊商城对面，精装
甘井子,甘泉小区,甘海路,南北,67.78,低层(共7层),2室2厅1卫,82,12097元/㎡,https://dl.58.com/ershoufang/36131342412487x.shtml,文体街.中间楼层.交通便利.拎包即住.近学校地铁
西岗,34中果园巷,果园巷1-3号,南北,92,中层(共7层),2室2厅1卫,195,21195元/㎡,https://dl.58.com/ershoufang/36142860584452x.shtml,34中.丰元小区.2室2厅1卫.92平米
甘井子,泡崖三区,玉金路,南北,68.0,中层(共6层),2室1厅1卫,75.8,11147元/㎡,https://dl.58.com/ershoufang/36128545439938x.shtml,泡崖市场新上房源.豪华装修
甘井子,七迎路,七迎路10号,南北,69.88,中层(共6层),2室1厅1卫,90,12879元/㎡,https://dl.58.com/ershoufang/36142754883384x.shtml,七迎路.为你所选为你而家.精装修.中间楼层.南北
甘井子,万科假日风景,红旗西路,南北,90,中层(共18层),2室2厅1卫,98,10888元/㎡,https://dl.58.com/ershoufang/36142689880247x.shtml,万科假日风景.电梯七楼.背山面水交通便利.视野好
